,title,artist,number,duration,t_eps,href,ds,wav,npz,chords
616,coming_on_strong,brenda_lee,968,02:05,0.0,,billboard,not tried,not tried,not tried
617,dont_ask_me_why,billy_joel,969,02:59,0.0,,billboard,not tried,not tried,not tried
618,modern_love,david_bowie,970,04:49,0.0,,billboard,not tried,not tried,not tried
619,little_too_late,pat_benatar,973,04:08,0.0,,billboard,not tried,not tried,not tried
620,the_look_of_love,isaac_hayes,978,11:14,0.0,,billboard,not tried,not tried,not tried
621,karma_chameleon,culture_club,979,04:15,0.0,,billboard,not tried,not tried,not tried
622,venus,bananarama,981,03:42,0.0,,billboard,not tried,not tried,not tried
623,unforgettable,natalie_cole,982,03:13,1.0,,billboard,not tried,not tried,not tried
624,hello_stranger,barbara_lewis,984,02:41,0.0,,billboard,not tried,not tried,not tried
625,dancing_machine,the_jacksons,985,02:38,0.0,,billboard,not tried,not tried,not tried
626,you_make_me_feel_like_dancing,leo_sayer,986,02:54,1.0,,billboard,not tried,not tried,not tried
627,baby_im_burnin,dolly_parton,987,02:38,1.0,,billboard,not tried,not tried,not tried
628,if,bread,988,02:36,0.0,,billboard,not tried,not tried,not tried
629,shapes_of_things,the_yardbirds,990,02:25,1.0,,billboard,not tried,not tried,not tried
630,the_bitch_is_back,elton_john,991,03:38,1.0,,billboard,not tried,not tried,not tried
631,nightshift,the_commodores,992,04:25,0.0,,billboard,not tried,not tried,not tried
632,there_goes_my_everything,elvis_presley,993,03:00,0.0,,billboard,not tried,not tried,not tried
633,gloria,laura_branigan,995,03:54,0.0,,billboard,not tried,not tried,not tried
634,i_want_to_take_you_higher,ike__and__tina_turner,996,02:53,0.0,,billboard,not tried,not tried,not tried
635,hocus_pocus,focus,999,03:27,0.0,,billboard,not tried,not tried,not tried
636,freeze-frame,j._geils_band,1002,04:00,1.0,,billboard,not tried,not tried,not tried
637,baby_come_back,player,1003,03:38,0.0,,billboard,not tried,not tried,not tried
638,three_hearts_in_a_tangle,roy_drusky,1006,02:44,0.0,,billboard,not tried,not tried,not tried
639,unchained_melody,the_righteous_brothers,1007,03:38,0.0,,billboard,not tried,not tried,not tried
640,the_millionaire,dr._hook,1009,03:01,0.0,,billboard,not tried,not tried,not tried
641,i_drove_all_night,cyndi_lauper,1011,04:13,0.0,,billboard,not tried,not tried,not tried
642,all_this_time,sting,1012,04:56,1.0,,billboard,not tried,not tried,not tried
643,play_that_funky_music,wild_cherry,1014,03:19,0.0,,billboard,not tried,not tried,not tried
644,disco_inferno,the_trammps,1016,03:37,0.0,,billboard,not tried,not tried,not tried
645,in_the_midnight_hour,wilson_pickett,1018,02:39,0.0,,billboard,not tried,not tried,not tried
646,hey_you!_get_off_my_mountain,the_dramatics,1020,03:31,0.0,,billboard,not tried,not tried,not tried
647,surrender,cheap_trick,1022,04:16,0.0,,billboard,not tried,not tried,not tried
648,over_the_hills_and_far_away,led_zeppelin,1025,05:08,0.0,,billboard,not tried,not tried,not tried
649,we_don_t_need_another_hero_thunderdome,tina_turner,1031,04:16,0.0,,billboard,not tried,not tried,not tried
650,down_and_out_in_new_york_city,james_brown,1032,04:46,0.0,,billboard,not tried,not tried,not tried
651,goin_back,the_byrds,1033,03:28,0.0,,billboard,not tried,not tried,not tried
652,town_without,gene_pitney,1037,02:52,1.0,,billboard,not tried,not tried,not tried
653,girl_i_m_gonna_miss_you,milli_vanilli,1039,03:58,0.0,,billboard,not tried,not tried,not tried
654,lay_down_sally,eric_clapton,1040,03:51,0.0,,billboard,not tried,not tried,not tried
655,it_keeps_right_on_a-hurtin,johnny_tillotson,1041,02:50,0.0,,billboard,not tried,not tried,not tried
656,oh_me_oh_my_im_a_fool_for_you_baby,aretha_franklin,1042,03:42,0.0,,billboard,not tried,not tried,not tried
657,is_there_something_i_should_know,duran_duran,1043,04:10,0.0,,billboard,not tried,not tried,not tried
658,count_on_me,jefferson_starship,1045,03:18,0.0,,billboard,not tried,not tried,not tried
659,jamie,eddie_holland,1046,02:25,-1.0,,billboard,not tried,not tried,not tried
660,my_kinda_lover,billy_squier,1051,03:31,0.0,,billboard,not tried,not tried,not tried
661,another_brick_in_the_wall_part_ii,pink_floyd,1052,04:00,-1.0,,billboard,not tried,not tried,not tried
662,heartbreaker,pat_benatar,1053,03:27,1.0,,billboard,not tried,not tried,not tried
663,i_walk_alone,marty_robbins,1054,03:20,0.0,,billboard,not tried,not tried,not tried
664,my_wish_came_true,elvis_presley,1055,02:35,1.0,,billboard,not tried,not tried,not tried
665,aint_no_sunshine,bill_withers,1058,02:06,1.0,,billboard,not tried,not tried,not tried
666,ive_been_everywhere,hank_snow,1059,02:47,0.0,,billboard,not tried,not tried,not tried
667,best_of_my_love,eagles,1061,04:35,0.0,,billboard,not tried,not tried,not tried
668,tuff_enuff,the_fabulous_thunderbirds,1062,03:23,1.0,,billboard,not tried,not tried,not tried
669,this_little_girl,dion,1063,02:38,0.0,,billboard,not tried,not tried,not tried
670,sad_eyes,robert_john,1064,04:13,-1.0,,billboard,not tried,not tried,not tried
671,my_hometown,bruce_springsteen,1066,04:34,0.0,,billboard,not tried,not tried,not tried
672,hurts_to_be_in_love,gino_vanelli,1067,03:43,0.0,,billboard,not tried,not tried,not tried
673,never_can_say_goodbye,gloria_gaynor,1068,02:58,0.0,,billboard,not tried,not tried,not tried
674,every_time_i_think_of_you,the_babys,1070,04:03,1.0,,billboard,not tried,not tried,not tried
675,rock_and_roll_never_forgets,bob_seger,1071,03:36,0.0,,billboard,not tried,not tried,not tried
676,be_my_guest,fats_domino,1072,02:16,0.0,,billboard,not tried,not tried,not tried
677,devil_woman,cliff_richard,1073,03:35,0.0,,billboard,not tried,not tried,not tried
678,can_we_still_be_friends,todd_rundgren,1076,03:36,0.0,,billboard,not tried,not tried,not tried
679,therell_never_be,switch,1078,03:37,1.0,,billboard,not tried,not tried,not tried
680,take_me_down,alabama,1082,03:44,1.0,,billboard,not tried,not tried,not tried
681,all_through_the_night,cyndi_lauper,1084,04:30,0.0,,billboard,not tried,not tried,not tried
682,make_me_smile,chicago,1085,04:26,1.0,,billboard,not tried,not tried,not tried
683,dont_leave_me_this_way,thelma_houston,1086,03:42,1.0,,billboard,not tried,not tried,not tried
684,there_but_for_fortune,joan_baez,1087,03:15,0.0,,billboard,not tried,not tried,not tried
685,who_will_you_run_to,heart,1089,04:05,-1.0,,billboard,not tried,not tried,not tried
686,hes_a_rebel,the_crystals,1091,02:37,2.0,https://mp3co.ooo/s/the%20crystals%20hes%20a%20rebel/,billboard,not tried,not tried,not tried
687,i_can_help,billy_swan,1093,02:58,0.0,,billboard,not tried,not tried,not tried
688,look-ka_py_py,the_meters,1096,03:16,0.0,,billboard,not tried,not tried,not tried
689,private_dancer,tina_turner,1098,07:14,0.0,,billboard,not tried,not tried,not tried
690,where_are_you,dinah_washington,1099,02:16,0.0,,billboard,not tried,not tried,not tried
691,i_was_born_to_cry,dion,1101,02:27,0.0,,billboard,not tried,not tried,not tried
692,rock_this_town,stray_cats,1102,03:25,0.0,,billboard,not tried,not tried,not tried
693,the_twist,chubby_checker,1103,02:36,0.0,,billboard,not tried,not tried,not tried
694,what_you_see_is_what_you_get,tina_turner,1104,04:27,-1.0,,billboard,not tried,not tried,not tried
695,bust_a_move,young_mc,1106,04:25,-1.0,,billboard,not tried,not tried,not tried
696,ob-la-di_ob-la-da,the_beatles,1107,03:09,0.0,,billboard,not tried,not tried,not tried
697,it_takes_two,rob_base,1109,05:02,1.0,,billboard,not tried,not tried,not tried
698,reelin__and__rockin,chuck_berry,1110,03:17,-1.0,,billboard,not tried,not tried,not tried
699,land_of_1000_dances,chris_kenner,1111,02:29,0.0,,billboard,not tried,not tried,not tried
700,never_knew_love_like_this_before,stephanie_mills,1112,05:24,1.0,,billboard,not tried,not tried,not tried
701,lonely_weekends,charlie_rich,1113,02:10,-1.0,,billboard,not tried,not tried,not tried
702,wichita_lineman,glen_campbell,1114,03:07,0.0,,billboard,not tried,not tried,not tried
703,ebony_eyes,the_everly_brothers,1116,03:06,1.0,,billboard,not tried,not tried,not tried
704,funny_girl,barbra_streisand,1118,02:45,0.0,,billboard,not tried,not tried,not tried
705,will_the_wolf_survive,los_lobos,1119,03:43,1.0,,billboard,not tried,not tried,not tried
706,big_iron,marty_robbins,1120,03:57,0.0,,billboard,not tried,not tried,not tried
707,lonely_weekends,charlie_rich,1123,02:10,0.0,,billboard,not tried,not tried,not tried
708,treat_her_right,roy_head,1125,02:06,-1.0,,billboard,not tried,not tried,not tried
709,invisible_touch,genesis,1126,03:29,0.0,,billboard,not tried,not tried,not tried
710,one_less_bell_to_answer,the_5th_dimension,1127,03:31,0.0,,billboard,not tried,not tried,not tried
711,those_lazy-hazy-crazy_days_of_summer,nat_king_cole,1132,02:25,0.0,,billboard,not tried,not tried,not tried
712,cruisin,smokey_robinson,1133,04:30,-1.0,,billboard,not tried,not tried,not tried
713,mighty_good_lovin,the_miracles,1134,02:38,1.0,,billboard,not tried,not tried,not tried
714,loving_her_was_easier,kris_kristofferson,1135,03:47,-1.0,,billboard,not tried,not tried,not tried
715,get_together,the_youngbloods,1136,04:37,0.0,,billboard,not tried,not tried,not tried
716,torn_between_two_lovers,mary_macgregor,1138,03:43,1.0,,billboard,not tried,not tried,not tried
717,are_you_sure_hank_done_it_this_way,waylon_jennings,1139,02:56,1.0,,billboard,not tried,not tried,not tried
718,oh_father,madonna,1140,04:59,-1.0,,billboard,not tried,not tried,not tried
719,talk_back_trembling_lips,johnny_tillotson,1141,02:39,-1.0,,billboard,not tried,not tried,not tried
720,hard_days_night,the_beatles,1142,02:33,0.0,,billboard,not tried,not tried,not tried
721,i_love_a_rainy_night,eddie_rabbitt,1143,03:10,1.0,,billboard,not tried,not tried,not tried
722,tell_me_what_you_want_me_to_do,tevin_campbell,1145,04:18,2.0,,billboard,not tried,not tried,not tried
723,abraham_martin_and_john,dion,1146,03:20,0.0,,billboard,not tried,not tried,not tried
724,a_cowboys_work_is_never_done,sonny__and__cher,1147,03:18,0.0,,billboard,not tried,not tried,not tried
725,i_don_t_want_your_love,duran_duran,1148,03:48,0.0,,billboard,not tried,not tried,not tried
726,going_to_chicago_blues,count_basie,1149,04:14,1.0,,billboard,not tried,not tried,not tried
727,rock_this_town,stray_cats,1150,03:25,0.0,,billboard,not tried,not tried,not tried
728,soul_and_inspiration,the_righteous_brothers,1151,03:09,-1.0,,billboard,not tried,not tried,not tried
729,love_came_to_me,dion,1152,02:46,0.0,,billboard,not tried,not tried,not tried
730,the_sounds_of_silence,simon__and__garfunkel,1153,03:09,0.0,,billboard,not tried,not tried,not tried
731,think_of_me,buck_owens,1154,02:20,0.0,,billboard,not tried,not tried,not tried
732,running_on_empty,jackson_browne,1155,04:59,1.0,,billboard,not tried,not tried,not tried
733,easy,the_commodores,1157,04:24,0.0,,billboard,not tried,not tried,not tried
734,i_got_stripes,johnny_cash,1160,02:05,-1.0,,billboard,not tried,not tried,not tried
735,daddys_home,cliff_richard,1161,03:01,0.0,,billboard,not tried,not tried,not tried
736,cruisin,smokey_robinson,1162,04:30,-1.0,,billboard,not tried,not tried,not tried
737,my_love,paul_mccartney__and__wings,1163,04:08,1.0,,billboard,not tried,not tried,not tried
738,i_cried_a_tear,lavern_baker,1166,02:36,0.0,,billboard,not tried,not tried,not tried
739,rebel_yell,billy_idol,1167,04:51,0.0,,billboard,not tried,not tried,not tried
740,ode_to_billie_joe,bobbie_gentry,1168,04:16,1.0,,billboard,not tried,not tried,not tried
741,right_here_right_now,jesus_jones,1169,03:06,0.0,,billboard,not tried,not tried,not tried
742,summertime_blues,blue_cheer,1170,03:46,-1.0,,billboard,not tried,not tried,not tried
743,night_moves,bob_seger,1171,05:26,0.0,,billboard,not tried,not tried,not tried
744,live_to_tell,madonna,1173,05:52,1.0,,billboard,not tried,not tried,not tried
745,happy_anniversary,little_river_band,1174,04:01,0.0,,billboard,not tried,not tried,not tried
746,against_the_wind,bob_seger,1177,05:34,0.0,,billboard,not tried,not tried,not tried
747,i_want_you_back,the_jacksons,1178,03:00,0.0,,billboard,not tried,not tried,not tried
748,lucky_man,emerson_lake__and__palmer,1180,04:41,1.0,,billboard,not tried,not tried,not tried
749,kicks,paul_revere__and__the_raiders,1181,02:29,1.0,,billboard,not tried,not tried,not tried
750,my_world_fell_down,sagittarius,1182,03:50,0.0,,billboard,not tried,not tried,not tried
751,private_dancer,tina_turner,1183,07:14,0.0,,billboard,not tried,not tried,not tried
752,baby_baby_dont_cry,the_miracles,1186,03:59,0.0,,billboard,not tried,not tried,not tried
753,man_in_the_mirror,michael_jackson,1188,05:20,0.0,,billboard,not tried,not tried,not tried
754,only_sixteen,dr._hook,1190,02:46,0.0,,billboard,not tried,not tried,not tried
755,standing_in_the_shadows_of_love,four_tops,1192,02:39,0.0,,billboard,not tried,not tried,not tried
756,shes_a_woman,the_beatles,1193,02:55,-1.0,https://mp3co.ooo/s/the%20beatles%20shes%20a%20woman/,billboard,not tried,not tried,not tried
757,the_year_that_clayton_delaney_died,tom_t._hall,1194,02:45,2.0,,billboard,not tried,not tried,not tried
758,i_wont_stand_in_your_way,stray_cats,1197,03:55,0.0,,billboard,not tried,not tried,not tried
759,echoes_of_love,the_doobie_brothers,1200,02:59,1.0,,billboard,not tried,not tried,not tried
760,three_times_a_lady,the_commodores,1201,03:40,1.0,,billboard,not tried,not tried,not tried
761,island_of_lost_souls,blondie,1203,03:50,0.0,,billboard,not tried,not tried,not tried
762,heartbreaker,pat_benatar,1204,03:27,0.0,,billboard,not tried,not tried,not tried
763,even_now,bob_seger,1208,04:33,0.0,,billboard,not tried,not tried,not tried
764,lovers_who_wander,dion,1210,02:32,0.0,,billboard,not tried,not tried,not tried
765,you_dont_own_me,lesley_gore,1211,02:32,1.0,,billboard,not tried,not tried,not tried
766,baby_dont_go,sonny__and__cher,1212,03:09,1.0,,billboard,not tried,not tried,not tried
767,i_dont_want_to_spoil_the_party,the_beatles,1213,02:36,1.0,,billboard,not tried,not tried,not tried
768,last_dance,donna_summer,1217,03:20,1.0,,billboard,not tried,not tried,not tried
769,behind_closed_doors,charlie_rich,1218,02:56,0.0,,billboard,not tried,not tried,not tried
770,get_ready,rare_earth,1220,02:50,0.0,,billboard,not tried,not tried,not tried
771,im_in_love,wilson_pickett,1221,02:33,-1.0,,billboard,not tried,not tried,not tried
772,carrie,cliff_richard,1222,03:45,0.0,,billboard,not tried,not tried,not tried
773,ill_tumble_4_ya,culture_club,1223,02:36,0.0,,billboard,not tried,not tried,not tried
774,ive_got_a_tiger_by_the_tail,buck_owens,1225,02:15,0.0,,billboard,not tried,not tried,not tried
775,all_she_wants_is,duran_duran,1226,04:27,-1.0,,billboard,not tried,not tried,not tried
776,chicago,25_or_6_to_4,1227,04:50,1.0,,billboard,not tried,not tried,not tried
777,saturday_night,bay_city_rollers,1228,02:58,0.0,,billboard,not tried,not tried,not tried
778,youve_got_a_friend,roberta_flack_and_donny_hathaway,1229,03:27,0.0,,billboard,not tried,not tried,not tried
779,heaven_must_have_sent_you,bonnie_pointer,1232,03:36,0.0,,billboard,not tried,not tried,not tried
780,amanda,boston,1234,04:16,0.0,,billboard,not tried,not tried,not tried
781,for_ol_times_sake,elvis_presley,1235,03:38,0.0,,billboard,not tried,not tried,not tried
782,something_about_you,level_42,1237,03:47,1.0,,billboard,not tried,not tried,not tried
783,will_you_love_me_tomorrow,the_shirelles,1239,02:44,0.0,,billboard,not tried,not tried,not tried
784,alive_again,chicago,1240,04:06,0.0,,billboard,not tried,not tried,not tried
785,last_dance,donna_summer,1242,03:20,1.0,,billboard,not tried,not tried,not tried
786,help!,the_beatles,1244,02:20,0.0,,billboard,not tried,not tried,not tried
787,paper_roses,marie_osmond,1245,02:42,0.0,,billboard,not tried,not tried,not tried
788,20-75,willie_mitchell,1247,02:17,1.0,,billboard,not tried,not tried,not tried
789,thats_old_fashioned_thats_the_way_love_should_be,the_everly_brothers,1248,02:22,0.0,,billboard,not tried,not tried,not tried
790,rockn_me,steve_miller_band,1249,03:09,1.0,,billboard,not tried,not tried,not tried
791,baby_dont_change_your_mind,gladys_knight__and__the_pips,1250,03:15,1.0,,billboard,not tried,not tried,not tried
792,all_alone_am_i,brenda_lee,1253,02:46,0.0,,billboard,not tried,not tried,not tried
793,abacab,genesis,1256,08:47,0.0,,billboard,not tried,not tried,not tried
794,lovin_you,minnie_riperton,1257,03:24,-1.0,,billboard,not tried,not tried,not tried
795,lady,kenny_rogers,1258,03:55,1.0,,billboard,not tried,not tried,not tried
796,right_here_right_now,jesus_jones,1260,03:06,0.0,,billboard,not tried,not tried,not tried
797,el_condor_pasa,simon__and__garfunkel,1261,03:09,1.0,,billboard,not tried,not tried,not tried
798,if_i_were_a_carpenter,bobby_darin,1265,03:01,0.0,,billboard,not tried,not tried,not tried
799,honky_tonk_women,the_rolling_stones,1266,03:02,0.0,,billboard,not tried,not tried,not tried
800,frankenstein,edgar_winter,1268,03:28,0.0,,billboard,not tried,not tried,not tried
801,who_wears_these_shoes,elton_john,1269,04:03,0.0,,billboard,not tried,not tried,not tried
802,lambada,kaoma,1270,03:24,-2.0,,billboard,not tried,not tried,not tried
803,the_rose,bette_midler,1271,03:41,0.0,,billboard,not tried,not tried,not tried
804,we_dont_talk_anymore,cliff_richard,1273,04:14,1.0,,billboard,not tried,not tried,not tried
805,she_bop,cyndi_lauper,1274,03:49,0.0,,billboard,not tried,not tried,not tried
806,baby_don_t_forget_my_number,milli_vanilli,1276,06:28,0.0,,billboard,not tried,not tried,not tried
807,american_storm,bob_seger,1277,04:18,0.0,,billboard,not tried,not tried,not tried
808,let_the_music_play,shannon,1279,03:42,-1.0,,billboard,not tried,not tried,not tried
809,treat_her_like_a_lady,cornelius_brothers__and__sister_rose,1280,02:46,1.0,,billboard,not tried,not tried,not tried
810,when_its_love,van_halen,1281,05:22,0.0,,billboard,not tried,not tried,not tried
811,crackerbox_palace,george_harrison,1282,03:58,0.0,,billboard,not tried,not tried,not tried
812,standing_in_the_shadows_of_love,four_tops,1283,02:39,0.0,,billboard,not tried,not tried,not tried
813,upside_down,diana_ross,1285,03:43,1.0,,billboard,not tried,not tried,not tried
814,sukiyaki,a_taste_of_honey,1286,03:43,-1.0,,billboard,not tried,not tried,not tried
815,johnny_reb,johnny_horton,1287,02:21,-1.0,,billboard,not tried,not tried,not tried
816,there_she_goes,the_las,1289,02:43,-1.0,,billboard,not tried,not tried,not tried
817,happy_together,the_turtles,1290,02:55,0.0,,billboard,not tried,not tried,not tried
818,hes_so_fine,the_chiffons,1292,01:56,1.0,,billboard,not tried,not tried,not tried
819,white_wedding,billy_idol,1296,04:13,0.0,,billboard,not tried,not tried,not tried
820,ebony_eyes,the_everly_brothers,1297,03:06,0.0,,billboard,not tried,not tried,not tried
821,where_the_streets_have_no_names,pet_shop_boys,1300,04:33,0.0,,billboard,not tried,not tried,not tried
822,your_mother_should_know,the_beatles,905,02:30,0.0,,chordlab,not tried,not tried,not tried
823,baby_youre_a_rich_man,the_beatles,910,03:04,0.0,,chordlab,not tried,not tried,not tried
824,flying,the_beatles,903,02:17,0.0,,chordlab,not tried,not tried,not tried
825,hello_goodbye,the_beatles,907,03:31,0.0,,chordlab,not tried,not tried,not tried
826,i_am_the_walrus,the_beatles,906,04:37,0.0,,chordlab,not tried,not tried,not tried
827,blue_jay_way,the_beatles,904,03:57,0.0,,chordlab,not tried,not tried,not tried
828,all_you_need_is_love,the_beatles,911,03:48,0.0,,chordlab,not tried,not tried,not tried
829,magical_mystery_tour,the_beatles,901,02:52,0.0,,chordlab,not tried,not tried,not tried
830,the_fool_on_the_hill,the_beatles,902,03:00,0.0,,chordlab,not tried,not tried,not tried
831,penny_lane,the_beatles,909,03:03,0.0,,chordlab,not tried,not tried,not tried
832,strawberry_fields_forever,the_beatles,908,04:11,0.0,,chordlab,not tried,not tried,not tried
833,here_there_and_everywhere,the_beatles,705,02:26,0.0,,chordlab,not tried,not tried,not tried
834,love_you_to,the_beatles,704,03:01,0.0,,chordlab,not tried,not tried,not tried
835,she_said_she_said,the_beatles,707,02:37,0.0,,chordlab,not tried,not tried,not tried
836,yellow_submarine,the_beatles,706,02:40,0.0,,chordlab,not tried,not tried,not tried
837,doctor_robert,the_beatles,711,02:15,0.0,,chordlab,not tried,not tried,not tried
838,got_to_get_you_into_my_life,the_beatles,713,02:31,0.0,,chordlab,not tried,not tried,not tried
839,taxman,the_beatles,701,02:39,0.0,,chordlab,not tried,not tried,not tried
840,i_want_to_tell_you,the_beatles,712,02:30,0.0,,chordlab,not tried,not tried,not tried
841,tomorrow_never_knows,the_beatles,714,02:57,0.0,,chordlab,not tried,not tried,not tried
842,good_day_sunshine,the_beatles,708,02:10,0.0,,chordlab,not tried,not tried,not tried
843,im_only_sleeping,the_beatles,703,03:02,0.0,,chordlab,not tried,not tried,not tried
844,for_no_one,the_beatles,710,02:02,0.0,,chordlab,not tried,not tried,not tried
845,eleanor_rigby,the_beatles,702,02:08,0.0,,chordlab,not tried,not tried,not tried
846,and_your_bird_can_sing,the_beatles,709,02:02,0.0,,chordlab,not tried,not tried,not tried
847,the_long_and_winding_road,the_beatles,1210,03:38,0.0,,chordlab,not tried,not tried,not tried
848,get_back,the_beatles,1212,03:07,0.0,,chordlab,not tried,not tried,not tried
849,ive_got_a_feeling,the_beatles,1208,03:38,0.0,,chordlab,not tried,not tried,not tried
850,dig_it,the_beatles,1205,00:50,0.0,,chordlab,not tried,not tried,not tried
851,i_me_mine,the_beatles,1204,02:26,0.0,,chordlab,not tried,not tried,not tried
852,across_the_universe,the_beatles,1203,03:49,0.0,,chordlab,not tried,not tried,not tried
853,dig_a_pony,the_beatles,1202,03:55,0.0,,chordlab,not tried,not tried,not tried
854,two_of_us,the_beatles,1201,03:37,0.0,,chordlab,not tried,not tried,not tried
855,for_you_blue,the_beatles,1211,02:33,-1.0,,chordlab,not tried,not tried,not tried
856,one_after_909,the_beatles,1209,02:56,0.0,,chordlab,not tried,not tried,not tried
857,maggie_mae,the_beatles,1207,00:41,0.0,,chordlab,not tried,not tried,not tried
858,let_it_be,the_beatles,1206,04:03,0.0,,chordlab,not tried,not tried,not tried
859,glass_onion,the_beatles,10103,02:18,0.0,,chordlab,not tried,not tried,not tried
860,happiness_is_a_warm_gun,the_beatles,10108,02:43,0.0,,chordlab,not tried,not tried,not tried
861,black_bird,the_beatles,10111,02:18,0.0,,chordlab,not tried,not tried,not tried
862,why_dont_we_do_it_in_the_road,the_beatles,10115,01:41,0.0,,chordlab,not tried,not tried,not tried
863,dont_pass_me_by,the_beatles,10114,03:50,0.0,,chordlab,not tried,not tried,not tried
864,while_my_guitar_gently_weeps,the_beatles,10107,04:45,0.0,,chordlab,not tried,not tried,not tried
865,piggies,the_beatles,10112,02:04,0.0,,chordlab,not tried,not tried,not tried
866,martha_my_dear,the_beatles,10109,02:29,0.0,,chordlab,not tried,not tried,not tried
867,i_will,the_beatles,10116,01:46,0.0,,chordlab,not tried,not tried,not tried
868,rocky_raccoon,the_beatles,10113,03:33,0.0,,chordlab,not tried,not tried,not tried
869,ob-la-di_ob-la-da,the_beatles,10104,03:09,0.0,https://ru123.iplayer.info/song/36930529/The_Beatles_-_Ob-La-Di_Ob-La-Da_The_Beatles-1968/,chordlab,not tried,not tried,not tried
870,the_continuing_story_of_bungalow_bill,the_beatles,10106,03:14,0.0,,chordlab,not tried,not tried,not tried
871,back_in_the_ussr,the_beatles,10101,02:43,0.0,,chordlab,not tried,not tried,not tried
872,wild_honey_pie,the_beatles,10105,00:53,0.0,,chordlab,not tried,not tried,not tried
873,im_so_tired,the_beatles,10110,02:03,0.0,https://mp3co.ooo/s/the%20beatles%20im%20so%20tired/,chordlab,not tried,not tried,not tried
874,julia,the_beatles,10117,02:54,0.0,,chordlab,not tried,not tried,not tried
875,dear_prudence,the_beatles,10102,03:56,0.0,,chordlab,not tried,not tried,not tried
876,mother_natures_son,the_beatles,10203,02:48,0.0,,chordlab,not tried,not tried,not tried
877,everybodys_got_something_to_hide_except_me_and_my_monkey,the_beatles,10204,02:25,0.0,,chordlab,not tried,not tried,not tried
878,honey_pie,the_beatles,10209,02:41,0.0,,chordlab,not tried,not tried,not tried
879,cry_baby_cry,the_beatles,10211,03:02,0.0,,chordlab,not tried,not tried,not tried
880,long_long_long,the_beatles,10207,03:04,0.0,,chordlab,not tried,not tried,not tried
881,helter_skelter,the_beatles,10206,04:30,0.0,,chordlab,not tried,not tried,not tried
882,savoy_truffle,the_beatles,10210,02:55,0.0,,chordlab,not tried,not tried,not tried
883,birthday,the_beatles,10201,02:43,0.0,,chordlab,not tried,not tried,not tried
884,good_night,the_beatles,10213,03:12,0.0,,chordlab,not tried,not tried,not tried
885,revolution_1,the_beatles,10208,04:16,0.0,,chordlab,not tried,not tried,not tried
886,revolution_9,the_beatles,10212,08:22,0.0,,chordlab,not tried,not tried,not tried
887,sexy_sadie,the_beatles,10205,03:15,0.0,,chordlab,not tried,not tried,not tried
888,yer_blues,the_beatles,10202,04:01,0.0,,chordlab,not tried,not tried,not tried
889,if_i_fell,the_beatles,303,02:22,0.0,,chordlab,not tried,not tried,not tried
890,a_hard_days_night,the_beatles,301,02:33,0.0,,chordlab,not tried,not tried,not tried
891,ill_cry_instead,the_beatles,309,01:48,-1.0,,chordlab,not tried,not tried,not tried
892,when_i_get_home,the_beatles,311,02:18,0.0,,chordlab,not tried,not tried,not tried
893,ill_be_back,the_beatles,313,02:20,0.0,https://mp3co.ooo/s/the%20beatles%20ill%20be%20back/,chordlab,not tried,not tried,not tried
894,cant_buy_me_love,the_beatles,307,02:15,0.0,,chordlab,not tried,not tried,not tried
895,i_should_have_known_better,the_beatles,302,02:44,0.0,,chordlab,not tried,not tried,not tried
896,and_i_love_her,the_beatles,305,02:31,0.0,,chordlab,not tried,not tried,not tried
897,tell_me_why,the_beatles,306,02:10,0.0,,chordlab,not tried,not tried,not tried
898,you_cant_do_that,the_beatles,312,02:38,0.0,,chordlab,not tried,not tried,not tried
899,any_time_at_all,the_beatles,308,02:13,0.0,,chordlab,not tried,not tried,not tried
900,im_happy_just_to_dance_with_you,the_beatles,304,01:59,0.0,,chordlab,not tried,not tried,not tried
901,things_we_said_today,the_beatles,310,02:39,0.0,,chordlab,not tried,not tried,not tried
902,you_wont_see_me,the_beatles,603,03:23,0.0,,chordlab,not tried,not tried,not tried
903,the_word,the_beatles,606,02:44,0.0,,chordlab,not tried,not tried,not tried
904,michelle,the_beatles,607,02:42,0.0,,chordlab,not tried,not tried,not tried
905,run_for_your_life,the_beatles,614,02:19,0.0,,chordlab,not tried,not tried,not tried
906,nowhere_man,the_beatles,604,02:44,0.0,,chordlab,not tried,not tried,not tried
907,in_my_life,the_beatles,611,02:28,0.0,,chordlab,not tried,not tried,not tried
908,im_looking_through_you,the_beatles,610,02:28,-2.0,https://mp3co.ooo/s/the%20beatles%20im%20looking%20through%20you/,chordlab,not tried,not tried,not tried
909,drive_my_car,the_beatles,601,02:30,0.0,,chordlab,not tried,not tried,not tried
910,girl,the_beatles,609,02:34,0.0,,chordlab,not tried,not tried,not tried
911,wait,the_beatles,612,02:17,0.0,,chordlab,not tried,not tried,not tried
912,if_i_needed_someone,the_beatles,613,02:24,0.0,,chordlab,not tried,not tried,not tried
913,norwegian_wood_this_bird_has_flown,the_beatles,602,02:05,0.0,,chordlab,not tried,not tried,not tried
914,think_for_yourself,the_beatles,605,02:19,0.0,,chordlab,not tried,not tried,not tried
915,what_goes_on,the_beatles,608,02:51,0.0,,chordlab,not tried,not tried,not tried
916,everybodys_trying_to_be_my_baby,the_beatles,414,02:24,0.0,,chordlab,not tried,not tried,not tried
917,rock_and_roll_music,the_beatles,404,02:34,0.0,,chordlab,not tried,not tried,not tried
